1,0.0,23.6,787,57.2,55,33829,5530,8124,12.3,1.6
1,0.0,31.3,793,57.2,55,16778,5413,5550,13.1,1.7
1,0.0,28.8,762,57.2,54,8975,2529,4171,13.1,1.0
1,0.0,38.7,753,57.2,54,4591,1960,3135,13.4,0.9
1,0.0,30.1,791,57.2,55,17154,3053,6105,13.3,1.1
1,0.0,39.1,774,57.2,54,4821,2177,3135,12.9,1.0
1,0.0,36.2,781,57.2,55,4868,2229,3135,12.9,1.0
1,0.0,48.2,800,57.2,56,4605,1974,3135,12.8,1.0
1,0.0,35.7,764,57.2,54,6278,1892,3792,13.3,0.9
1,0.0,24.4,777,57.2,55,20186,4866,6105,14.3,1.4
1,0.0,31.1,799,57.2,55,16377,5086,5550,11.9,1.7
1,0.0,24.8,775,57.2,55,22306,5154,6715,13.3,1.5
1,0.0,34.7,749,57.2,53,4671,2041,3135,13.3,0.9
1,0.0,31.2,776,57.2,55,8215,3865,4171,11.2,1.3
1,0.0,40.0,783,57.2,56,5898,3279,3448,13.0,1.2
1,0.0,41.9,784,57.2,54,4216,1571,3135,11.1,0.8
1,0.0,107.8,765,57.2,54,493,479,1331,11.9,0.7
1,0.0,38.9,753,57.2,54,4562,1937,3135,14.2,0.9
1,0.0,27.0,769,57.2,54,20138,6039,6105,12.9,1.8
1,0.0,30.2,802,57.2,56,26142,5622,7386,12.4,1.6
1,0.0,32.3,776,57.2,55,6760,2368,3792,11.9,0.9
1,0.0,23.5,766,57.2,53,46649,9807,9829,13.8,2.5
1,0.0,24.7,802,57.2,56,67108,9537,11892,13.3,2.4
1,0.0,25.0,786,57.2,55,20427,3260,6105,12.7,1.0
1,0.0,37.7,811,57.2,56,9825,3357,4588,11.6,1.3
1,0.0,39.0,743,57.2,54,3742,2550,2850,14.6,1.0
1,0.0,26.1,796,57.2,56,40577,8225,8936,13.6,2.3
1,0.0,22.5,771,57.2,55,27042,6157,7386,13.1,1.7
1,0.0,23.1,802,57.2,56,94025,11533,13081,13.2,2.8
1,0.0,43.8,772,57.2,55,3754,2559,2850,12.7,1.1
1,0.0,20.4,780,57.2,54,49105,7240,9829,11.5,1.9
1,0.0,32.2,789,57.2,54,11933,3155,5046,12.9,1.2
1,0.0,48.5,795,57.2,55,3354,2142,2850,11.9,1.0
1,0.0,30.4,806,57.2,55,15954,4619,5550,11.5,1.4
1,0.0,53.3,765,57.2,55,2450,1266,2356,13.7,0.8
1,0.0,30.1,770,57.2,55,7861,3470,4171,12.7,1.2
1,0.0,23.3,779,57.2,54,19397,5308,6105,11.7,1.5
1,0.0,22.5,761,57.2,53,26377,5874,7386,12.9,1.6
1,0.0,26.8,760,57.2,54,11271,2503,4588,12.3,1.0
1,0.0,27.0,775,57.2,56,14239,2940,5550,13.7,1.1
1,0.0,24.9,792,57.2,55,28723,4477,7386,12.2,1.2
1,0.0,23.3,811,57.2,56,124000,13417,15827,12.0,2.9
1,0.0,35.8,767,57.2,55,5736,3110,3448,14.0,1.2
1,0.0,22.6,777,57.2,55,25909,5344,7386,13.9,1.5
1,0.0,25.0,772,57.2,55,14558,3273,5550,12.8,1.1
1,0.0,24.9,764,57.2,54,16259,4920,5550,13.4,1.5
1,0.0,35.6,787,57.2,55,13396,4599,5046,13.9,1.5
1,0.0,29.6,793,57.2,55,11530,2747,5046,12.9,1.0
1,0.0,27.4,771,57.2,55,20844,3720,6715,13.2,1.2
1,0.0,24.7,765,57.2,55,19707,5620,6105,14.4,1.6
1,0.0,23.5,789,57.2,56,39327,6976,8936,12.5,1.9
1,0.0,24.1,794,57.2,55,47542,5764,9829,13.9,1.6
1,0.0,51.9,733,57.2,53,2144,2120,2142,12.6,0.9
