1,0.0,135.2,790,55.0,162,293,273,1210,13.5,0.6
1,0.0,81.4,760,57.0,164,757,752,1610,16.2,0.7
1,0.0,72.4,750,56.8,166,1013,1001,1610,16.2,0.7
1,0.0,57.2,791,57.0,167,1539,1525,1948,15.0,0.9
1,0.0,110.0,762,56.0,164,418,395,1331,15.2,0.6
1,0.0,72.8,776,56.0,167,986,967,1610,15.4,0.7
1,0.0,58.5,800,57.2,170,1780,1766,2142,15.8,1.0
1,0.0,101.9,728,56.2,164,474,453,1331,16.0,0.6
1,0.0,119.5,774,54.0,169,313,306,1210,14.3,0.6
1,0.0,90.0,787,55.1,165,718,694,1464,14.9,0.7
1,0.0,69.1,769,57.1,166,972,956,1610,14.3,0.7
1,0.0,131.8,674,54.0,160,269,223,1210,13.9,0.6
1,0.0,86.1,771,56.6,166,519,508,1331,15.3,0.6
1,0.0,45.6,780,57.2,172,2231,2219,2356,16.0,1.0
1,0.0,166.7,654,48.8,129,66,16,1000,2.3,0.5
1,0.0,91.4,667,56.3,165,603,572,1464,15.4,0.6
1,0.0,83.4,748,56.1,165,754,739,1464,16.6,0.7
1,0.0,114.6,769,55.8,166,315,299,1210,13.8,0.6
1,0.0,53.3,801,57.2,169,1515,1502,1948,15.9,0.8
1,0.0,188.0,643,51.7,135,106,65,1000,7.8,0.6
1,0.0,35.4,765,57.2,159,3427,2235,2850,15.9,0.9
1,0.0,22.8,796,57.2,170,14230,4411,5550,14.2,1.3
1,0.0,92.9,735,56.1,160,579,542,1464,15.5,0.6
1,0.0,44.8,806,57.0,167,2197,2181,2356,14.6,1.0
1,0.0,136.4,727,55.9,166,230,212,1100,15.3,0.6
1,0.0,71.0,796,56.8,170,1033,1023,1771,15.0,0.8
1,0.0,90.9,764,57.2,167,622,609,1464,15.0,0.7
1,0.0,47.2,802,57.2,170,2182,2175,2356,15.1,1.0
1,0.0,72.9,770,57.1,166,1047,1040,1771,15.1,0.8
1,0.0,52.2,751,57.0,153,1635,936,1948,14.8,0.7
1,0.0,110.8,786,56.7,157,451,440,1331,14.6,0.6
1,0.0,51.2,787,57.0,163,2022,2007,2142,14.5,0.9
1,0.0,119.9,802,55.1,162,332,323,1210,12.9,0.6
1,0.0,71.8,763,57.2,167,1017,1012,1771,14.1,0.8
1,0.0,105.9,765,56.9,168,401,377,1331,15.3,0.6
1,0.0,119.3,735,56.5,160,372,310,1210,16.0,0.6
1,0.0,73.2,761,56.0,162,936,927,1610,13.8,0.7
1,0.0,154.2,754,54.8,162,143,130,1100,10.7,0.6
1,0.0,85.3,773,56.8,173,710,701,1464,16.5,0.7
1,0.0,70.7,755,56.4,162,1071,1041,1771,15.8,0.7
1,0.0,46.2,808,57.0,168,2002,1986,2142,12.0,0.9
1,0.0,48.6,767,57.0,166,2208,2204,2356,15.7,1.0
1,0.0,119.3,777,56.7,163,312,309,1210,14.7,0.6
1,0.0,88.9,770,55.4,168,594,582,1464,14.3,0.6
1,0.0,49.3,763,57.2,161,1954,1945,2142,16.0,0.9
1,0.0,65.7,787,57.2,164,1136,1126,1771,16.3,0.8
1,0.0,106.7,784,55.8,163,410,393,1331,14.8,0.6
1,0.0,147.4,767,54.1,168,192,184,1100,12.8,0.6
1,0.0,60.8,763,57.2,167,1268,1259,1771,13.9,0.8
1,0.0,72.9,783,57.0,170,1027,1018,1771,14.5,0.7
1,0.0,197.4,775,45.8,164,83,62,1000,6.0,0.6
1,0.0,149.8,700,45.4,159,100,48,1000,6.6,0.6
1,0.0,107.0,781,55.5,166,481,478,1331,14.8,0.6
1,0.0,109.9,767,54.8,170,491,461,1331,16.1,0.6
1,0.0,186.8,783,48.1,169,101,96,1000,7.3,0.6
1,0.0,77.7,745,56.7,164,910,877,1610,16.9,0.7
1,0.0,67.8,790,57.2,164,1370,1365,1948,15.3,0.8
1,0.0,56.3,791,57.2,170,1524,1504,1948,15.3,0.8
1,0.0,99.8,806,52.2,167,529,518,1331,13.9,0.6
1,0.0,122.9,776,55.6,169,309,300,1210,14.8,0.6
1,0.0,50.9,817,57.0,165,1881,1874,2142,13.6,0.9
1,0.0,88.0,802,55.6,168,702,698,1464,15.1,0.7
1,0.0,48.9,754,57.2,162,2083,2068,2142,14.6,1.0
1,0.0,54.3,788,55.9,168,1769,1738,2142,14.8,0.8
1,0.0,40.5,802,57.2,164,3159,1762,2591,14.8,0.9
1,0.0,108.7,757,56.4,162,400,380,1331,14.5,0.6
1,0.0,34.8,785,57.2,165,3830,2639,2850,14.1,1.0
1,0.0,68.8,798,57.0,162,998,984,1610,13.9,0.7
1,0.0,71.5,758,57.1,155,930,907,1610,14.7,0.7
1,0.0,72.9,760,57.2,165,862,850,1610,16.8,0.7
1,0.0,113.8,731,56.9,164,372,366,1331,16.8,0.6
1,0.0,130.4,767,56.9,165,274,270,1210,14.7,0.6
1,0.0,113.8,747,55.6,163,433,424,1331,15.4,0.6
1,0.0,96.8,797,54.6,167,625,607,1464,13.2,0.7
1,0.0,130.6,755,54.7,159,286,279,1210,14.1,0.6
1,0.0,107.2,761,55.4,167,479,458,1331,14.9,0.6
1,0.0,70.2,791,57.1,168,1152,1144,1771,15.1,0.8
1,0.0,75.4,697,57.2,165,782,757,1610,14.9,0.7
1,0.0,76.0,779,56.0,164,929,923,1610,15.3,0.7
1,0.0,118.0,740,55.1,159,383,368,1331,14.9,0.6
1,0.0,92.5,735,57.0,168,607,595,1464,16.2,0.6
1,0.0,51.5,797,57.2,169,2011,2004,2142,15.0,1.0
1,0.0,68.7,802,56.6,168,1002,994,1610,13.8,0.7
1,0.0,50.0,745,57.2,164,1742,1665,2142,11.5,0.8
1,0.0,104.0,768,56.2,167,515,512,1331,16.0,0.6
1,0.0,84.3,708,56.6,165,577,558,1464,14.2,0.6
1,0.0,51.6,755,57.2,168,1908,1902,2142,16.8,0.9
1,0.0,54.0,755,56.8,168,1602,1594,1948,15.2,0.8
1,0.0,62.5,543,57.2,166,1256,647,1771,16.7,0.7
1,0.0,100.3,759,57.2,163,561,558,1464,15.5,0.7
1,0.0,126.1,780,50.7,164,291,276,1210,13.5,0.6
1,0.0,108.5,751,55.8,169,416,404,1331,13.5,0.6
1,0.0,56.4,810,57.0,167,1683,1674,1948,13.6,0.8
1,0.0,164.5,773,51.4,166,127,109,1100,10.3,0.6
1,0.0,51.3,773,56.8,161,1875,1833,2142,13.5,0.9
1,0.0,34.1,771,57.2,166,3708,2511,2850,16.3,1.0
1,0.0,122.9,762,52.8,163,299,280,1210,13.5,0.6
1,0.0,72.8,727,57.2,161,963,934,1610,15.8,0.7
1,0.0,49.9,710,57.2,166,1554,1524,1948,13.6,0.8
1,0.0,117.8,763,55.9,167,315,310,1210,13.9,0.6
1,0.0,38.3,761,57.2,167,2827,1621,2591,16.9,0.8
1,0.0,46.3,770,57.2,163,1994,915,2142,13.3,0.7
1,0.0,126.7,791,49.8,171,286,282,1210,12.4,0.6
1,0.0,62.0,780,57.2,167,1486,1479,1948,15.3,0.9
1,0.0,38.2,760,57.2,167,3796,2551,2850,12.1,1.0
1,0.0,53.1,819,56.8,165,1611,1597,1948,13.3,0.9
1,0.0,42.1,792,57.2,164,2435,1246,2356,14.1,0.8
1,0.0,148.3,763,52.9,165,164,147,1100,10.2,0.6
1,0.0,42.0,767,57.2,167,3007,1809,2591,15.7,0.9
1,0.0,35.4,781,57.2,165,3884,2685,2850,15.9,1.1
1,0.0,51.2,743,57.1,166,1685,1666,1948,15.6,0.8
1,0.0,110.9,732,56.8,165,397,369,1331,16.8,0.6
1,0.0,42.3,801,57.2,169,3002,1797,2591,15.2,0.9
1,0.0,65.2,766,57.2,167,1108,1093,1771,15.4,0.8
1,0.0,35.9,794,57.2,167,3889,2685,2850,15.7,1.1
1,0.0,114.3,739,56.5,166,436,419,1331,16.3,0.6
1,0.0,42.3,800,57.2,168,3102,1914,2591,14.4,0.9
1,0.0,108.1,741,56.1,162,460,429,1331,15.6,0.6
1,0.0,34.9,787,57.2,163,4533,1912,3135,15.5,0.9
1,0.0,56.1,786,57.2,163,1683,1679,1948,14.7,0.9
1,0.0,54.8,760,57.2,164,1583,1577,1948,15.4,0.8
1,0.0,128.4,746,56.1,163,313,283,1210,14.9,0.6
1,0.0,50.0,760,57.2,166,1940,1937,2142,15.2,0.9
1,0.0,54.2,774,57.2,166,1638,1633,1948,15.4,0.8
1,0.0,78.3,759,56.4,159,562,542,1464,15.4,0.6
1,0.0,60.6,787,57.2,169,1260,1255,1771,15.5,0.8
1,0.0,26.3,802,57.2,168,14880,3593,5550,15.4,1.2
1,0.0,44.1,773,57.2,170,2464,1246,2356,16.3,0.8
1,0.0,67.9,808,57.0,167,1111,1107,1771,14.0,0.7
1,0.0,74.9,743,56.2,155,943,918,1610,15.7,0.7
1,0.0,76.2,729,57.2,160,836,804,1610,15.8,0.7
1,0.0,69.3,764,57.2,167,1109,1098,1771,16.1,0.8
1,0.0,33.1,787,57.2,172,4549,1920,3135,14.4,0.9
1,0.0,132.7,765,48.5,168,258,246,1210,13.9,0.6
1,0.0,52.5,758,56.6,163,1587,1560,1948,14.7,0.8
1,0.0,40.7,776,57.2,164,2776,1584,2591,15.3,0.8
1,0.0,53.7,769,57.2,162,1752,1747,2142,15.4,0.9
